Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,name
"(-inf, 27.31)",8021,0.3653714754247711,6440,1581,0.19710759256950505,0.01829049653070358,0.00012156182407928353,1.5195016203224708e-05,Lowest_Temn_前3天
"[27.31, 28.25)",2472,0.11260419988156516,2105,367,0.14846278317152103,0.36052841270368785,0.01308033622923606,0.0016262440157069347,Lowest_Temn_前3天
"[28.25, 28.65)",1158,0.052749054798888535,1027,131,0.11312607944732297,0.673019401369183,0.019278494264604255,0.0023653367789891284,Lowest_Temn_前3天
"[28.65, 29.15)",1285,0.05853414111966474,1165,120,0.0933852140077821,0.8868041378595313,0.034592261969725716,0.00418769163150813,Lowest_Temn_前3天
"[29.15, 29.65)",1158,0.052749054798888535,988,170,0.14680483592400692,0.37370377533938237,0.006555614343601197,0.0008147165027051597,Lowest_Temn_前3天
"[29.65, inf)",5185,0.23618639821436704,3449,1736,0.3348119575699132,-0.6996797676416782,0.13921122567652894,0.01705491643828006,Lowest_Temn_前3天
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Lowest_Temn_前3天
Missing,2674,0.12180567576185487,2388,286,0.10695587135377711,0.7360391783344167,0.05214261582176645,0.006374572841264685,Lowest_Temn_前3天
,21953,1.0,17562,4391,0.2000182207443174,,0.26498211012954187,0.03243867322465732,Lowest_Temn_前3天
"(-inf, 49.10)",2665,0.12139570901471325,2294,371,0.13921200750469043,0.43566974972365724,0.0200982870758217,0.0024926037062875193,Feed_前7天变化百分比
"[49.10, 60.32)",1500,0.06832779119027012,1286,214,0.14266666666666666,0.40713540441748974,0.009970840920350691,0.0012378177116437765,Feed_前7天变化百分比
"[60.32, 140.12)",8624,0.3928392474832597,7106,1518,0.1760204081632653,0.1573653332671736,0.009271413235004387,0.00115773232124073,Feed_前7天变化百分比
"[140.12, 164.43)",1297,0.0590807634491869,1052,245,0.18889745566692367,0.07100969739470453,0.0002915739846792727,3.643909258793979e-05,Feed_前7天变化百分比
"[164.43, inf)",1675,0.07629936682913498,871,804,0.48,-1.306137777684687,0.17437733608453296,0.020368930816941265,Feed_前7天变化百分比
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Feed_前7天变化百分比
Missing,6192,0.2820571220334351,4953,1239,0.2000968992248062,-0.00049163439912836,6.818449705343343e-08,8.523062014529172e-09,Feed_前7天变化百分比
,21953,1.0,17562,4391,0.2000182207443174,,0.21400951948488606,0.025293532171763243,Feed_前7天变化百分比
"(-inf, 0.36)",3137,0.14289618730925158,2415,722,0.23015620019126554,-0.17875105816437675,0.004810982087823175,0.0006005734117515713,Ventilation_Coefficient_Cold_前1天
"[0.36, 0.39)",1102,0.05019815059445178,841,261,0.23684210526315788,-0.216109232707969,0.002496554109811151,0.00031146340188473046,Ventilation_Coefficient_Cold_前1天
"[0.39, 0.42)",1231,0.05607434063681501,928,303,0.24614134849715677,-0.2668815580813919,0.004313718841098555,0.0005376202828027516,Ventilation_Coefficient_Cold_前1天
"[0.42, 0.45)",1359,0.061904978818384734,954,405,0.2980132450331126,-0.5294038810164764,0.020070910292668095,0.002479970146757958,Ventilation_Coefficient_Cold_前1天
"[0.45, 0.54)",3749,0.1707739261148818,2943,806,0.2149906641771139,-0.09107947963137897,0.0014554092457585261,0.00018186329998745587,Ventilation_Coefficient_Cold_前1天
"[0.54, 1.09)",5721,0.2606021955996902,4517,1204,0.21045271805628388,-0.06398177557238593,0.0010873171418946984,0.00013589146459049972,Ventilation_Coefficient_Cold_前1天
"[1.09, 1.63)",1732,0.07889582289436524,1394,338,0.1951501154734411,0.030706210479226836,7.370391185752784e-05,9.212627054933455e-06,Ventilation_Coefficient_Cold_前1天
"[1.63, 2.85)",1870,0.08518197968387009,1623,247,0.1320855614973262,0.49646274552839054,0.01795408819511993,0.0022214932495546198,Ventilation_Coefficient_Cold_前1天
"[2.85, inf)",1098,0.05001594315127773,1027,71,0.06466302367941712,1.2855368475290192,0.05438990152200462,0.0063661454615067834,Ventilation_Coefficient_Cold_前1天
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Ventilation_Coefficient_Cold_前1天
Missing,954,0.0434564751970118,920,34,0.03563941299790356,1.9118326600687012,0.0853494142215302,0.00929279615722822,Ventilation_Coefficient_Cold_前1天
,21953,1.0,17562,4391,0.2000182207443174,,0.19200199956956646,0.02213702950311952,Ventilation_Coefficient_Cold_前1天
"(-inf, 27.95)",8000,0.3644148863481073,6464,1536,0.192,0.050886201135090126,0.0009292327185484886,0.00011614155935609372,Lowest_Temn_前5天
"[27.95, 28.75)",2189,0.09971302327700086,1815,374,0.1708542713567839,0.1934044639261958,0.003514916873999174,0.00043868111409790366,Lowest_Temn_前5天
"[28.75, 29.43)",1743,0.07939689336309388,1541,202,0.11589213998852553,0.6457386525606872,0.026955121535171843,0.0033120439527168227,Lowest_Temn_前5天
"[29.43, 30.05)",1121,0.051063635949528535,1032,89,0.07939339875111508,1.0644370909511445,0.040974981383792054,0.004892990361539499,Lowest_Temn_前5天
"[30.05, 30.95)",1128,0.05138249897508313,988,140,0.12411347517730496,0.5678597897803399,0.01384125957323751,0.001707279450982045,Lowest_Temn_前5天
"[30.95, inf)",3378,0.1538741857604883,2087,1291,0.3821788040260509,-0.9058699691276655,0.15868518531398693,0.019184093729380493,Lowest_Temn_前5天
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Lowest_Temn_前5天
Missing,4394,0.20015487632669796,3635,759,0.17273554847519346,0.18018212721376625,0.0061491506916524965,0.0007676057512586276,Lowest_Temn_前5天
,21953,1.0,17562,4391,0.2000182207443174,,0.2510498480903885,0.030418835919331484,Lowest_Temn_前5天
"(-inf, 0.46)",3836,0.17473693800391746,2739,1097,0.2859749739311783,-0.47116677637037563,0.04422722877809053,0.005477827249844764,Ventilation_Coefficient_Warm_前3天
"[0.46, 0.57)",2901,0.1321459481619824,2137,764,0.26335746294381246,-0.3575900192055963,0.018705203955186066,0.0023257720688991904,Ventilation_Coefficient_Warm_前3天
"[0.57, 0.62)",1550,0.07060538422994579,1175,375,0.24193548387096775,-0.2440830847503752,0.004514594704298928,0.0005629276435676223,Ventilation_Coefficient_Warm_前3天
"[0.62, 0.82)",2258,0.1028561016717533,1756,502,0.22232063773250665,-0.13398683085489083,0.0019208544216013244,0.0002399273591636615,Ventilation_Coefficient_Warm_前3天
"[0.82, 1.35)",1766,0.08044458616134469,1438,328,0.1857304643261608,0.09181444453862486,0.0006595112611246786,8.240996354388452e-05,Ventilation_Coefficient_Warm_前3天
"[1.35, 4.40)",2777,0.12649751742358675,2374,403,0.14512063377745768,0.3872145278647068,0.016804950818640522,0.002087593263718256,Ventilation_Coefficient_Warm_前3天
"[4.40, 6.88)",1134,0.051655810139844216,1021,113,0.09964726631393298,0.8149695140941013,0.026406992319503605,0.0032124554063634085,Ventilation_Coefficient_Warm_前3天
"[6.88, 10.10)",1211,0.05516330342094475,1066,145,0.11973575557390587,0.6087543769469919,0.01684858398136113,0.0020741441614489757,Ventilation_Coefficient_Warm_前3天
"[10.10, inf)",1839,0.08376987199927118,1461,378,0.20554649265905384,-0.03419826922711189,9.897641513801402e-05,1.2371449036581309e-05,Ventilation_Coefficient_Warm_前3天
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Ventilation_Coefficient_Warm_前3天
Missing,2681,0.12212453878740946,2395,286,0.10667661320402835,0.7389662136669395,0.05264451633103878,0.006434809408702176,Ventilation_Coefficient_Warm_前3天
,21953,1.0,17562,4391,0.2000182207443174,,0.18283141298598357,0.02251023797428852,Ventilation_Coefficient_Warm_前3天
"(-inf, 0.40)",1099,0.050061495012071244,770,329,0.29936305732484075,-0.5358477212758659,0.01665485468511572,0.0020573019519264596,Ventilation_Coefficient_Warm_前5天
"[0.40, 0.44)",1328,0.06049287113378581,943,385,0.28990963855421686,-0.49035753701255025,0.016664244456328452,0.0020624088659368673,Ventilation_Coefficient_Warm_前5天
"[0.44, 0.48)",1690,0.07698264474103766,1245,445,0.26331360946745563,-0.35736395862565584,0.010882432793730076,0.0013531115447284756,Ventilation_Coefficient_Warm_前5天
"[0.48, 0.63)",3478,0.15842937183983966,2589,889,0.2556066705002875,-0.3172507411205905,0.017461166482307673,0.002173538334463562,Ventilation_Coefficient_Warm_前5天
"[0.63, 0.97)",2667,0.12148681273630028,2125,542,0.20322459692538433,-0.019919405439352555,4.849202586613349e-05,6.061403022753755e-06,Ventilation_Coefficient_Warm_前5天
"[0.97, 1.51)",1296,0.05903521158839339,1069,227,0.17515432098765432,0.16334840818541907,0.0014984616131168084,0.00018709973425020277,Ventilation_Coefficient_Warm_前5天
"[1.51, inf)",5992,0.2729467498747324,5181,811,0.13534712950600802,0.46830482734115164,0.051661509998154165,0.006399318649421733,Ventilation_Coefficient_Warm_前5天
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Ventilation_Coefficient_Warm_前5天
Missing,4403,0.20056484307383957,3640,763,0.17329093799682035,0.17630044398810574,0.005906270959370754,0.0007373292189579959,Ventilation_Coefficient_Warm_前5天
,21953,1.0,17562,4391,0.2000182207443174,,0.12077743301398979,0.014976169702708049,Ventilation_Coefficient_Warm_前5天
"(-inf, 0.97)",1723,0.07848585614722361,1632,91,0.05281485780615206,1.5005215436489785,0.10834321327809415,0.012400145229928942,Water
"[0.97, 1.30)",1432,0.06523026465631121,1092,340,0.23743016759776536,-0.21935994666358027,0.0033455469273386148,0.00041735692145887255,Water
"[1.30, 1.95)",2622,0.11943697900059218,1855,767,0.2925247902364607,-0.5030273116839443,0.03473387974068264,0.004296530656392929,Water
"[1.95, 2.47)",1825,0.08313214594816198,1127,698,0.38246575342465755,-0.9070850740808198,0.08598156617210191,0.010393748733612356,Water
"[2.47, 5.79)",7589,0.3456930715619733,6152,1437,0.18935301093688234,0.06803913974823139,0.0015677226669832893,0.00019592754265642612,Water
"[5.79, 6.22)",1107,0.05042590989841935,910,197,0.17795844625112917,0.1440603854146838,0.0010014971764966856,0.00012507900683980514,Water
"[6.22, 7.27)",2639,0.1202113606340819,2205,434,0.16445623342175067,0.23925776842231783,0.006392164284473331,0.0007971201672519459,Water
"[7.27, inf)",2956,0.13465130050562565,2529,427,0.14445196211096076,0.392614748083117,0.018358562083975193,0.0022801938402693817,Water
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Water
Missing,60,0.0027331116476108047,60,0,0.0,0.0,0.0,0.0,Water
,21953,1.0,17562,4391,0.2000182207443174,,0.25972415233014584,0.03090610209841066,Water
"(-inf, 0.48)",4701,0.21413929759030656,3462,1239,0.2635609444798979,-0.35863863125121154,0.03049787736862194,0.003791934497924313,Ventilation_Coefficient_Warm
"[0.48, 0.52)",1629,0.07420398123263336,1233,396,0.2430939226519337,-0.25038919344835975,0.005001790483307749,0.0006235956527331455,Ventilation_Coefficient_Warm
"[0.52, 0.63)",3204,0.14594816198241697,2459,745,0.23252184769038703,-0.19205466152159056,0.005693845157629552,0.0007106388172143279,Ventilation_Coefficient_Warm
"[0.63, 0.70)",1128,0.05138249897508313,885,243,0.2154255319148936,-0.0936542836908425,0.0004633616294903869,5.7899045242755433e-05,Ventilation_Coefficient_Warm
"[0.70, 0.91)",1623,0.07393067006787227,1356,267,0.1645101663585952,0.23886532474186772,0.0039188169063001784,0.0004886908705574212,Ventilation_Coefficient_Warm
"[0.91, 3.30)",4306,0.19614631257686876,3662,644,0.14955875522526707,0.3518855137718788,0.021765794645823733,0.0027067736068287426,Ventilation_Coefficient_Warm
"[3.30, 5.89)",1583,0.07210859563613174,1407,176,0.11118130132659507,0.6925505767180138,0.027725690299375837,0.0033980704651998487,Ventilation_Coefficient_Warm
"[5.89, 8.12)",1207,0.05498109597777069,1036,171,0.14167357083678542,0.41527838095854497,0.008325380635054263,0.0010332585383214642,Ventilation_Coefficient_Warm
"[8.12, 13.53)",1305,0.059445178335535004,1057,248,0.1900383141762452,0.06358075434703192,0.00023573232023669735,2.9461577747110618e-05,Ventilation_Coefficient_Warm
"[13.53, inf)",1169,0.05325012526761718,907,262,0.22412318220701455,-0.14438253900418374,0.001158222759868159,0.00014465222237332884,Ventilation_Coefficient_Warm
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Ventilation_Coefficient_Warm
Missing,98,0.004464082357764315,98,0,0.0,0.0,0.0,0.0,Ventilation_Coefficient_Warm
,21953,1.0,17562,4391,0.2000182207443174,,0.10478651220570849,0.012984975294142458,Ventilation_Coefficient_Warm
"(-inf, 0.34)",1645,0.07493281100532957,1194,451,0.2741641337386018,-0.41258353090835453,0.014325885484107008,0.0017781416338462025,Ventilation_Coefficient_Cold_前3天
"[0.34, 0.45)",4395,0.20020042818749145,3277,1118,0.25437997724687145,-0.31079349037445336,0.02113882004760416,0.002631768949696427,Ventilation_Coefficient_Cold_前3天
"[0.45, 0.83)",7594,0.3459208308659409,5939,1655,0.21793521200948118,-0.10844072515352665,0.004200341055998117,0.0005247855256002142,Ventilation_Coefficient_Cold_前3天
"[0.83, 1.62)",2953,0.1345146449232451,2322,631,0.21368100237047072,-0.08330218564160008,0.0009567873788189272,0.00011956385418566756,Ventilation_Coefficient_Cold_前3天
"[1.62, 2.61)",1524,0.06942103584931444,1348,176,0.11548556430446194,0.649712811075877,0.023827988491760863,0.0029271922096427688,Ventilation_Coefficient_Cold_前3天
"[2.61, inf)",1166,0.05311346968523664,1091,75,0.06432246998284734,1.291181386938537,0.0581578740938446,0.00680341264390166,Ventilation_Coefficient_Cold_前3天
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Ventilation_Coefficient_Cold_前3天
Missing,2676,0.1218967794834419,2391,285,0.10650224215246637,0.7407973018314504,0.05277494523474852,0.00645004617846961,Ventilation_Coefficient_Cold_前3天
,21953,1.0,17562,4391,0.2000182207443174,,0.1753826417868822,0.021234910995342554,Ventilation_Coefficient_Cold_前3天
"(-inf, 1.53)",2166,0.09866533047875006,1458,708,0.3268698060941828,-0.6638036664833398,0.05192188678995003,0.006373641266791411,Water_前7天变化
"[1.53, 1.85)",1939,0.08832505807862251,1541,398,0.20526044352759154,-0.03244565532254562,9.388718122080224e-05,1.1735382903840168e-05,Water_前7天变化
"[1.85, 2.55)",6462,0.29435612444768366,5287,1175,0.1818322500773754,0.1178023442989673,0.003941067203201489,0.0004923487451137416,Water_前7天变化
"[2.55, 2.84)",2560,0.11661276363139435,2146,414,0.16171875,0.2593144640071059,0.007237956135407246,0.0009022180663123573,Water_前7天变化
"[2.84, 3.25)",1627,0.07411287751104632,1391,236,0.1450522433927474,0.3877659015396093,0.00987205557183524,0.0012263334296518554,Water_前7天变化
"[3.25, inf)",1112,0.05065366920238692,862,250,0.22482014388489208,-0.1483861325567768,0.0011650375624100626,0.00014549623641177205,Water_前7天变化
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Water_前7天变化
Missing,6087,0.27727417665011617,4877,1210,0.19878429439789716,0.007729431761042349,1.6527096917252956e-05,2.065881971980354e-06,Water_前7天变化
,21953,1.0,17562,4391,0.2000182207443174,,0.07424841754094211,0.009153839009156959,Water_前7天变化
"(-inf, -120.83)",2292,0.10440486493873274,1638,654,0.28534031413612565,-0.4680565724024076,0.02605739108113791,0.0032277636370975898,Lowest_Temp_Outside_前5天变化百分比
"[-120.83, -85.16)",1121,0.051063635949528535,818,303,0.27029438001784123,-0.3930509542648458,0.008814931738362402,0.0010948280428606733,Lowest_Temp_Outside_前5天变化百分比
"[-85.16, -36.18)",2410,0.10977998451236733,1921,489,0.2029045643153527,-0.01794181206453893,3.5529397153912775e-05,4.441115076341787e-06,Lowest_Temp_Outside_前5天变化百分比
"[-36.18, -19.62)",1487,0.06773561699995445,1228,259,0.17417619367854742,0.17013356164932625,0.0018611612714953425,0.00023236498047756295,Lowest_Temp_Outside_前5天变化百分比
"[-19.62, -7.55)",1121,0.051063635949528535,941,180,0.16057091882247992,0.2678058033369457,0.003371315273429955,0.00042015958202132634,Lowest_Temp_Outside_前5天变化百分比
"[-7.55, -1.79)",1309,0.05962738577870906,1139,170,0.12987012987012986,0.5159270410386969,0.013486531183222713,0.00166736458642492,Lowest_Temp_Outside_前5天变化百分比
"[-1.79, 24.26)",4068,0.18530496970801258,3366,702,0.17256637168141592,0.18136648536671673,0.005765885995291357,0.0007197495487555857,Lowest_Temp_Outside_前5天变化百分比
"[24.26, 80.36)",1453,0.06618685373297499,1183,270,0.1858224363386098,0.09120641962178833,0.0005355584602513618,6.692161351944006e-05,Lowest_Temp_Outside_前5天变化百分比
"[80.36, inf)",1353,0.06163166765362365,959,394,0.29120473022912047,-0.49664031977271916,0.017443226923475913,0.0021582677853137335,Lowest_Temp_Outside_前5天变化百分比
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Lowest_Temp_Outside_前5天变化百分比
Missing,5339,0.24320138477656814,4369,970,0.18168196291440344,0.11881287209578373,0.0033112394660292184,0.0004136616512761381,Lowest_Temp_Outside_前5天变化百分比
,21953,1.0,17562,4391,0.2000182207443174,,0.08068277078985009,0.010005522542823312,Lowest_Temp_Outside_前5天变化百分比
"(-inf, -115.48)",1989,0.09060265111829818,1394,595,0.29914529914529914,-0.5348092995833841,0.030018052119289276,0.0037081687156890596,Lowest_Temp_Outside_前3天变化百分比
"[-115.48, -73.21)",1590,0.07242745866168633,1159,431,0.2710691823899371,-0.3969757321222196,0.012766960374151374,0.0015854730602815345,Lowest_Temp_Outside_前3天变化百分比
"[-73.21, -47.34)",1314,0.05985514508267663,1045,269,0.20471841704718416,-0.029119700561151207,5.1198204892944604e-05,6.399549507269471e-06,Lowest_Temp_Outside_前3天变化百分比
"[-47.34, 3.77)",7876,0.35876645560971165,6421,1455,0.18473844591163027,0.09838748283023202,0.0033706912911239855,0.00042116655288169935,Lowest_Temp_Outside_前3天变化百分比
"[3.77, 8.17)",1246,0.05675761854871771,1068,178,0.14285714285714285,0.4055789838698314,0.00822338005601631,0.0010209346383345634,Lowest_Temp_Outside_前3天变化百分比
"[8.17, 24.04)",1158,0.052749054798888535,960,198,0.17098445595854922,0.19248576840912324,0.0018423282268191909,0.00022993616648744842,Lowest_Temp_Outside_前3天变化百分比
"[24.04, 93.75)",1487,0.06773561699995445,1179,308,0.20712844653665097,-0.04385836779442709,0.00013200892474828045,1.6499793186253555e-05,Lowest_Temp_Outside_前3天变化百分比
"[93.75, inf)",1593,0.07256411424406688,1162,431,0.27055869428750784,-0.3943906380501149,0.012616451173409446,0.0015669143293795566,Lowest_Temp_Outside_前3天变化百分比
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Lowest_Temp_Outside_前3天变化百分比
Missing,3700,0.16854188493599964,3174,526,0.14216216216216215,0.41126620299042105,0.02506282705568348,0.0031109596568990854,Lowest_Temp_Outside_前3天变化百分比
,21953,1.0,17562,4391,0.2000182207443174,,0.09408389742613428,0.01166645246264647,Lowest_Temp_Outside_前3天变化百分比
"(-inf, -4.15)",1426,0.06495695349155013,797,629,0.44109396914446003,-1.1494570632684489,0.11249216364525763,0.013335182560787657,Lowest_Temn_前7天变化
"[-4.15, -3.65)",1381,0.06290711975584203,1114,267,0.19333816075307747,0.0422832767287562,0.00011104503472381191,1.3879595398025649e-05,Lowest_Temn_前7天变化
"[-3.65, -2.15)",8071,0.3676490684644468,6539,1532,0.18981538842770412,0.06502969190251595,0.0015244607961231518,0.00019052402988136308,Lowest_Temn_前7天变化
"[-2.15, -1.75)",1532,0.06978545073566256,1253,279,0.1821148825065274,0.11590368771647896,0.0009049956747087998,0.00011306118200261829,Lowest_Temn_前7天变化
"[-1.75, -1.28)",1254,0.05712203343506582,1049,205,0.1634768740031898,0.2464021438996653,0.0032142750377576936,0.0004007710409381364,Lowest_Temn_前7天变化
"[-1.28, inf)",2170,0.0988475379219241,1910,260,0.11981566820276497,0.6079964046669244,0.030123498089987398,0.003708491352589707,Lowest_Temn_前7天变化
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Lowest_Temn_前7天变化
Missing,6119,0.27873183619550856,4900,1219,0.1992155580977284,0.005023869259222824,7.024384925880587e-06,8.780471923184132e-07,Lowest_Temn_前7天变化
,21953,1.0,17562,4391,0.2000182207443174,,0.14837746266348437,0.017762787808789825,Lowest_Temn_前7天变化
"(-inf, -0.00)",2597,0.11829818248075434,1917,680,0.2618405852907201,-0.34975654048273164,0.01598600238357098,0.001988126972177401,最高温度变化率_前1天
"[-0.00, 0.00)",4159,0.1894501890402223,3205,954,0.2293820629959125,-0.1743767874517399,0.006062432868161592,0.0007568454513032213,最高温度变化率_前1天
"[0.00, 0.00)",2772,0.12626975811961919,2167,605,0.21825396825396826,-0.11030994185270604,0.001587405641624165,0.00019832516219760047,最高温度变化率_前1天
"[0.00, 0.00)",4375,0.19928939097162118,3484,891,0.20365714285714287,-0.022588574856639676,0.00010237551900576617,1.2796667817728015e-05,最高温度变化率_前1天
"[0.00, 0.00)",3637,0.1656721177060083,2934,703,0.1932911740445422,0.042584581534038435,0.0002966037209666658,3.7072663942495573e-05,最高温度变化率_前1天
"[0.00, 0.00)",2346,0.10686466542158247,1944,402,0.17135549872122763,0.18987041104313973,0.0036346215536020624,0.0004536464692865682,最高温度变化率_前1天
"[0.00, inf)",1206,0.05493554411697718,1078,128,0.10613598673300166,0.7446520021911016,0.02400161981829777,0.002932751040444645,最高温度变化率_前1天
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最高温度变化率_前1天
Missing,861,0.03922015214321505,833,28,0.032520325203252036,2.0066486466334155,0.08238351359375687,0.008857122943114453,最高温度变化率_前1天
,21953,1.0,17562,4391,0.2000182207443174,,0.13405457509898588,0.015236687370284113,最高温度变化率_前1天
"(-inf, 0.42)",1453,0.06618685373297499,1259,194,0.13351686166551963,0.4840343896227952,0.013314621381704795,0.0016482683878855488,每日温差
"[0.42, 0.75)",4412,0.20097480982098118,3620,792,0.17951042611060744,0.13348742764716737,0.0034383595984074076,0.00042947613090087416,每日温差
"[0.75, 0.85)",1885,0.08586525759577279,1533,352,0.18673740053050397,0.08517021791549362,0.0006069885209728011,7.585064075838399e-05,每日温差
"[0.85, 0.99)",2550,0.11615724502345921,2044,506,0.1984313725490196,0.009946796677905878,1.1458170248326322e-05,1.4322653766117945e-06,每日温差
"[0.99, 1.48)",7807,0.35562337721495924,6152,1655,0.21198924042525938,-0.07320426198390684,0.0019476376361165539,0.00024340035904895502,每日温差
"[1.48, 1.65)",1533,0.06983100259645607,1191,342,0.22309197651663404,-0.1384426530655285,0.0013940772088221916,0.0001741206208025715,每日温差
"[1.65, 1.83)",1172,0.05338678084999772,898,274,0.23378839590443687,-0.19913852344409433,0.0022437407475845526,0.00028000508266422383,每日温差
"[1.83, inf)",1141,0.051974673165398805,865,276,0.24189307624890447,-0.24385184414349403,0.003316816747783174,0.0004135778969734526,每日温差
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,每日温差
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,每日温差
,21953,1.0,17562,4391,0.2000182207443174,,0.026273700011639804,0.0032661313844106216,每日温差
"(-inf, -41.64)",2240,0.10203616817747005,1840,400,0.17857142857142858,0.1398758181368256,0.001912975768496015,0.0002389272249019806,Ventilation_Coefficient_Warm_前5天变化百分比
"[-41.64, -31.28)",1306,0.05949073019632852,1135,171,0.13093415007656967,0.5065438880546196,0.013010519672408268,0.001609147886504016,Ventilation_Coefficient_Warm_前5天变化百分比
"[-31.28, -22.84)",1288,0.05867079670204528,1079,209,0.1622670807453416,0.25527522793510005,0.003533548641451616,0.00044049817600755456,Ventilation_Coefficient_Warm_前5天变化百分比
"[-22.84, -12.92)",1897,0.08641187992529495,1543,354,0.18661043753294676,0.0860064538711629,0.0006227472513073043,7.781942293991098e-05,Ventilation_Coefficient_Warm_前5天变化百分比
"[-12.92, -6.81)",1504,0.06850999863344417,1173,331,0.22007978723404256,-0.12097901208181128,0.0010391522420413193,0.00012981487489387242,Ventilation_Coefficient_Warm_前5天变化百分比
"[-6.81, inf)",9202,0.4191682230219104,7064,2138,0.23234079547924363,-0.1910398346594182,0.01617590464976697,0.0020189188929034367,Ventilation_Coefficient_Warm_前5天变化百分比
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Ventilation_Coefficient_Warm_前5天变化百分比
Missing,4516,0.2057122033435066,3728,788,0.1744906997342781,0.1679486005893791,0.005511825155076012,0.00068816954208069,Ventilation_Coefficient_Warm_前5天变化百分比
,21953,1.0,17562,4391,0.2000182207443174,,0.041806673380547506,0.005203296020231461,Ventilation_Coefficient_Warm_前5天变化百分比
"(-inf, 29.61)",6767,0.3082494419897053,5400,1367,0.2020097532141274,-0.012400089529807534,4.757347288734406e-05,5.946646012254921e-06,Highest_Temn_前5天
"[29.61, 30.75)",2151,0.09798205256684736,1738,413,0.19200371920037193,0.05086222750608105,0.00024961390293092673,3.119837505797824e-05,Highest_Temn_前5天
"[30.75, 32.25)",2193,0.09989523072017492,1955,238,0.10852713178294573,0.7196943133897682,0.0411075853405297,0.005030346554228486,Highest_Temn_前5天
"[32.25, 33.05)",1258,0.057304240878239876,1028,230,0.18282988871224165,0.1111106517336915,0.0006839534397996502,8.545022897978776e-05,Highest_Temn_前5天
"[33.05, inf)",5191,0.23645970937912814,3807,1384,0.26661529570410325,-0.37431686515334106,0.036838509159755214,0.004578117460598708,Highest_Temn_前5天
