DOCdate,DOCAmount,HouseArea,Density,BirdsVariety,HESource,HEAge,Age,Harveststatus,EstimatedSlaughterDate ,FarmName,FarmSupervisor,HouseAmount,Batch,eef_flg,eef
"00.2024-11-01,2024-..",01.[26400.0 ~ 27300.0),02.[1670.0 ~ 1744.0),01.[15.74740207833733 ~ inf),"03.901plus,SZ901 PI..","01.L6,大岭头",00.[-inf ~ 58),03.[38.0 ~ inf),"00.2025-01-09,2025-..","00.2024-12-09,2024-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),05.[62 ~ 63),0,322.2587249275539
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),02.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),05.[62 ~ 63),0,309.8250685919982
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),02.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",01.[58 ~ inf),03.[38.0 ~ inf),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),05.[62 ~ 63),0,354.3846464583438
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),02.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",00.[-inf ~ 58),03.[38.0 ~ inf),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),05.[62 ~ 63),0,237.63398939048008
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),02.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),03.[38.0 ~ inf),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),05.[62 ~ 63),0,352.10630830267377
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),1,406.9726920297542
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),0,383.0216475703648
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),1,398.5367886255423
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),0,347.5676200676201
"06.2024-10-28,2025-..",00.[-inf ~ 26400.0),02.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","06.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),0,385.8322833386561
"06.2024-10-28,2025-..",03.[30500.0 ~ 36800.0),05.[1920.0 ~ 1978.56),01.[15.74740207833733 ~ inf),"03.901plus,SZ901 PI..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),0,342.6136269244354
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),01.[15.74740207833733 ~ inf),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),0,361.892189564022
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),01.[15.74740207833733 ~ inf),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),0,380.212277281403
"07.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),03.[1744.0 ~ 1861.44),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),02.[37.0 ~ 38.0),"09.2024-12-06,2025-..","06.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),1,415.878056476831
"07.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),03.[1744.0 ~ 1861.44),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),02.[37.0 ~ 38.0),"09.2024-12-06,2025-..","06.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),07.[65 ~ 67),1,408.65649971451097
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"02.2024-12-11,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,340.0829788815232
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"05.2025-03-24,2025-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,319.6171980372294
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,331.0108416024351
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"05.2025-03-24,2025-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,306.0677340573756
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"05.2025-03-24,2025-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,362.2116600516891
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"03.大岗垅平,L3",01.[58 ~ inf),02.[37.0 ~ 38.0),"05.2025-03-24,2025-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,342.31129168384075
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,375.4154920568619
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),03.[50 ~ 61),0,380.8737606826754
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,344.4748470459907
"05.2025-01-06,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"00.SZ901plus,SZ901P..",00.L7,01.[58 ~ inf),03.[38.0 ~ inf),"06.2024-12-07,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,287.0096196274192
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,368.8729589331436
"05.2025-01-06,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"00.SZ901plus,SZ901P..",00.L7,01.[58 ~ inf),02.[37.0 ~ 38.0),"02.2024-12-11,2024-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,337.4064682676401
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),03.[38.0 ~ inf),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,350.77289576436976
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",01.[58 ~ inf),01.[36.0 ~ 37.0),"06.2024-12-07,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,343.75143862608206
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),03.[38.0 ~ inf),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,310.94009407551766
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L6,大岭头",01.[58 ~ inf),01.[36.0 ~ 37.0),"06.2024-12-07,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,324.53587195830016
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),01.[36.0 ~ 37.0),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,308.4416666208985
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",01.[58 ~ inf),03.[38.0 ~ inf),"01.2024-12-17,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,356.5052272511928
"05.2025-01-06,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"00.SZ901plus,SZ901P..",00.L7,01.[58 ~ inf),02.[37.0 ~ 38.0),"02.2024-12-11,2024-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,275.7992374444681
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",01.[58 ~ inf),03.[38.0 ~ inf),"01.2024-12-17,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),06.[63 ~ 65),0,297.42318951857754
"02.2024-11-04,2024-..",01.[26400.0 ~ 27300.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,05.L1,00.[-inf ~ 58),03.[38.0 ~ inf),"00.2025-01-09,2025-..","03.2024-12-13,2024-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,386.0584954504813
"00.2024-11-01,2024-..",04.[36800.0 ~ inf),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,286.2050168037499
"00.2024-11-01,2024-..",04.[36800.0 ~ inf),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","03.2024-12-13,2024-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,311.28188752074124
"02.2024-11-04,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",01.[58 ~ inf),03.[38.0 ~ inf),"02.2024-12-11,2024-..","03.2024-12-13,2024-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,324.28825191367144
"02.2024-11-04,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","01.L6,大岭头",01.[58 ~ inf),03.[38.0 ~ inf),"00.2025-01-09,2025-..","03.2024-12-13,2024-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,308.32271899860285
"02.2024-11-04,2024-..",04.[36800.0 ~ inf),06.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",00.[-inf ~ 58),03.[38.0 ~ inf),"02.2024-12-11,2024-..","01.2025-03-07,2025-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,359.9047096488513
"02.2024-11-04,2024-..",04.[36800.0 ~ inf),06.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",01.[58 ~ inf),03.[38.0 ~ inf),"02.2024-12-11,2024-..","01.2025-03-07,2025-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,334.2683737935359
"02.2024-11-04,2024-..",03.[30500.0 ~ 36800.0),05.[1920.0 ~ 1978.56),01.[15.74740207833733 ~ inf),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",00.[-inf ~ 58),03.[38.0 ~ inf),"02.2024-12-11,2024-..","01.2025-03-07,2025-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,282.7241428318287
"03.2024-11-17,2024-..",03.[30500.0 ~ 36800.0),05.[1920.0 ~ 1978.56),01.[15.74740207833733 ~ inf),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),03.[38.0 ~ inf),"01.2024-12-17,2024-..","04.2024-12-17,2025-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,246.66920078187715
"03.2024-11-17,2024-..",03.[30500.0 ~ 36800.0),05.[1920.0 ~ 1978.56),01.[15.74740207833733 ~ inf),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),03.[38.0 ~ inf),"01.2024-12-17,2024-..","04.2024-12-17,2025-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,343.832151353997
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),03.[38.0 ~ inf),"00.2025-01-09,2025-..","00.2024-12-09,2024-..","00.G08,G10","00.李豪,刘乾乾",03.[24.0 ~ inf),07.[65 ~ 67),0,283.5588158960111
